ticker,name,market,sector,source
GIS,General Mills,,Consumer Staples,sp500
GL,Globe Life,,Financials,sp500
GLW,Corning Inc.,,Information Technology,sp500
GM,General Motors,,Consumer Discretionary,sp500
GNRC,Generac,,Industrials,sp500
GOOG,Alphabet Inc. (Class C),,Communication Services,nasdaq100;sp500
GOOGL,Alphabet,US,Internet,custom;nasdaq100;sp500
GPC,Genuine Parts Company,,Consumer Discretionary,sp500
GPN,Global Payments,,Financials,sp500
GRMN,Garmin,,Consumer Discretionary,sp500
GS,Goldman Sachs,,Financials,sp500
GWW,W. W. Grainger,,Industrials,sp500
HAL,Halliburton,,Energy,sp500
HAS,Hasbro,,Consumer Discretionary,sp500
HBAN,Huntington Bancshares,,Financials,sp500
HCA,HCA Healthcare,,Health Care,sp500
HD,Home Depot (The),,Consumer Discretionary,sp500
HIG,Hartford (The),,Financials,sp500
HII,Huntington Ingalls Industries,,Industrials,sp500
HLT,Hilton Worldwide,,Consumer Discretionary,sp500
HON,Honeywell,,Industrials,nasdaq100;sp500
HOOD,Robinhood Markets,,Financials,sp500
HPE,Hewlett Packard Enterprise,,Information Technology,sp500
HPQ,HP Inc.,,Information Technology,sp500
HRL,Hormel Foods,,Consumer Staples,sp500
HSIC,Henry Schein,,Health Care,sp500
HST,Host Hotels & Resorts,,Real Estate,sp500
HSY,Hershey Company (The),,Consumer Staples,sp500
HUBB,Hubbell Incorporated,,Industrials,sp500
HUM,Humana,,Health Care,sp500
HWM,Howmet Aerospace,,Industrials,sp500
IBKR,Interactive Brokers,,Financials,sp500
IBM,IBM,,Information Technology,sp500
ICE,Intercontinental Exchange,,Financials,sp500
IDXX,Idexx Laboratories,,Health Care,nasdaq100;sp500
IEX,IDEX Corporation,,Industrials,sp500
IFF,International Flavors & Fragrances,,Materials,sp500
INCY,Incyte,,Health Care,sp500
INSM,Insmed Incorporated,,,nasdaq100
INTC,Intel,,Information Technology,nasdaq100;sp500
INTU,Intuit,,Information Technology,nasdaq100;sp500
INVH,Invitation Homes,,Real Estate,sp500
IP,International Paper,,Materials,sp500
IQV,IQVIA,,Health Care,sp500
IR,Ingersoll Rand,,Industrials,sp500
IRM,Iron Mountain,,Real Estate,sp500
ISRG,Intuitive Surgical,,Health Care,nasdaq100;sp500
IT,Gartner,,Information Technology,sp500
ITW,Illinois Tool Works,,Industrials,sp500
IVZ,Invesco,,Financials,sp500
J,Jacobs Solutions,,Industrials,sp500
JBHT,J.B. Hunt,,Industrials,sp500
JBL,Jabil,,Information Technology,sp500
JCI,Johnson Controls,,Industrials,sp500
JKHY,Jack Henry & Associates,,Financials,sp500
JNJ,Johnson & Johnson,,Health Care,sp500
JOBY,Joby Aviation,US,eVTOL,custom
JPM,JPMorgan Chase,,Financials,sp500
KDP,Keurig Dr Pepper,,Consumer Staples,nasdaq100;sp500
KEY,KeyCorp,,Financials,sp500
KEYS,Keysight Technologies,,Information Technology,sp500
KHC,Kraft Heinz,,Consumer Staples,nasdaq100;sp500
KIM,Kimco Realty,,Real Estate,sp500
KKR,KKR & Co.,,Financials,sp500
KLAC,KLA Corporation,,Information Technology,nasdaq100;sp500
KMB,Kimberly-Clark,,Consumer Staples,sp500
KMI,Kinder Morgan,,Energy,sp500
KO,Coca-Cola Company (The),,Consumer Staples,sp500
KR,Kroger,,Consumer Staples,sp500
KVUE,Kenvue,,Consumer Staples,sp500
L,Loews Corporation,,Financials,sp500
LCID,Lucid,US,EV,custom
LDOS,Leidos,,Industrials,sp500
LEN,Lennar,,Consumer Discretionary,sp500
LH,Labcorp,,Health Care,sp500
LHX,L3Harris,,Industrials,sp500
LII,Lennox International,,Industrials,sp500
LIN,Linde plc,,Materials,nasdaq100;sp500
LITE,Lumentum,,Information Technology,nasdaq100;sp500
LLY,Lilly (Eli),,Health Care,sp500
LMT,Lockheed Martin,,Industrials,sp500
LNT,Alliant Energy,,Utilities,sp500
LOW,Lowe's,,Consumer Discretionary,sp500
LRCX,Lam Research,,Information Technology,nasdaq100;sp500
LULU,Lululemon Athletica,,Consumer Discretionary,sp500
LUV,Southwest Airlines,,Industrials,sp500
LVS,Las Vegas Sands,,Consumer Discretionary,sp500
LYB,LyondellBasell,,Materials,sp500
LYV,Live Nation Entertainment,,Communication Services,sp500
MA,Mastercard,,Financials,sp500
MAA,Mid-America Apartment Communities,,Real Estate,sp500
MAR,Marriott International,,Consumer Discretionary,nasdaq100;sp500
MAS,Masco,,Industrials,sp500
MCD,McDonald's,,Consumer Discretionary,sp500
MCHP,Microchip Technology,,Information Technology,nasdaq100;sp500
MCK,McKesson Corporation,,Health Care,sp500
MCO,Moody's Corporation,,Financials,sp500
MDLZ,Mondelez International,,Consumer Staples,nasdaq100;sp500
MDT,Medtronic,,Health Care,sp500
MELI,Mercado Libre,,,nasdaq100
MET,MetLife,,Financials,sp500
META,Meta Platforms,US,Internet,custom;nasdaq100;sp500
MGM,MGM Resorts,,Consumer Discretionary,sp500
MKC,McCormick & Company,,Consumer Staples,sp500
MLM,Martin Marietta Materials,,Materials,sp500
MMM,3M,,Industrials,sp500
MNST,Monster Beverage,,Consumer Staples,nasdaq100;sp500
MO,Altria,,Consumer Staples,sp500
MOS,Mosaic Company (The),,Materials,sp500
MPC,Marathon Petroleum,,Energy,sp500
MPWR,Monolithic Power Systems,,Information Technology,nasdaq100;sp500
MRK,Merck & Co.,,Health Care,sp500
MRNA,Moderna,,Health Care,sp500
MRSH,Marsh McLennan,,Financials,sp500
MRVL,Marvell Technology,,,nasdaq100
MS,Morgan Stanley,,Financials,sp500
MSCI,MSCI Inc.,,Financials,sp500
MSFT,Microsoft,US,Software,custom;nasdaq100;sp500
MSI,Motorola Solutions,,Information Technology,sp500
MSTR,MicroStrategy,,,nasdaq100
MTB,M&T Bank,,Financials,sp500
MTD,Mettler Toledo,,Health Care,sp500
MU,Micron Technology,,Information Technology,nasdaq100;sp500
NCLH,Norwegian Cruise Line Holdings,,Consumer Discretionary,sp500
NDAQ,"Nasdaq, Inc.",,Financials,sp500
NDSN,Nordson Corporation,,Industrials,sp500
NEE,NextEra Energy,,Utilities,sp500
NEM,Newmont,,Materials,sp500
NFLX,Netflix,,Communication Services,nasdaq100;sp500
NI,NiSource,,Utilities,sp500
NKE,"Nike, Inc.",,Consumer Discretionary,sp500
NOC,Northrop Grumman,,Industrials,sp500
NOW,ServiceNow,,Information Technology,sp500
NRG,NRG Energy,,Utilities,sp500
NSC,Norfolk Southern,,Industrials,sp500
NTAP,NetApp,,Information Technology,sp500
NTRS,Northern Trust,,Financials,sp500
NUE,Nucor,,Materials,sp500
NVDA,Nvidia,US,Semiconductor,custom;nasdaq100;sp500
NVR,"NVR, Inc.",,Consumer Discretionary,sp500
NWS,News Corp (Class B),,Communication Services,sp500
NWSA,News Corp (Class A),,Communication Services,sp500
NXPI,NXP Semiconductors,,Information Technology,nasdaq100;sp500
O,Realty Income,,Real Estate,sp500
ODFL,Old Dominion,,Industrials,nasdaq100;sp500
OKE,Oneok,,Energy,sp500
OMC,Omnicom Group,,Communication Services,sp500
ON,ON Semiconductor,,Information Technology,sp500
ORCL,Oracle Corporation,,Information Technology,sp500
ORLY,O’Reilly Automotive,,Consumer Discretionary,nasdaq100;sp500
OTIS,Otis Worldwide,,Industrials,sp500
OXY,Occidental Petroleum,,Energy,sp500
PANW,Palo Alto Networks,,Information Technology,nasdaq100;sp500
PAYX,Paychex,,Industrials,nasdaq100;sp500
PCAR,Paccar,,Industrials,nasdaq100;sp500
PCG,PG&E Corporation,,Utilities,sp500
PDD,PDD Holdings,,,nasdaq100
PEG,Public Service Enterprise Group,,Utilities,sp500
PEP,PepsiCo,,Consumer Staples,nasdaq100;sp500
PFE,Pfizer,,Health Care,sp500
PFG,Principal Financial Group,,Financials,sp500
PG,Procter & Gamble,,Consumer Staples,sp500
PGR,Progressive Corporation,,Financials,sp500
PH,Parker Hannifin,,Industrials,sp500
PHM,PulteGroup,,Consumer Discretionary,sp500
PKG,Packaging Corporation of America,,Materials,sp500
PLD,Prologis,,Real Estate,sp500
PLTR,Palantir,US,Software,custom;nasdaq100;sp500
PM,Philip Morris International,,Consumer Staples,sp500
PNC,PNC Financial Services,,Financials,sp500
PNR,Pentair,,Industrials,sp500
PNW,Pinnacle West Capital,,Utilities,sp500
PODD,Insulet Corporation,,Health Care,sp500
POOL,Pool Corporation,,Consumer Discretionary,sp500
PPG,PPG Industries,,Materials,sp500
PPL,PPL Corporation,,Utilities,sp500
PRU,Prudential Financial,,Financials,sp500
PSA,Public Storage,,Real Estate,sp500
PSKY,Paramount Skydance Corporation,,Communication Services,sp500
PSX,Phillips 66,,Energy,sp500
PTC,PTC Inc.,,Information Technology,sp500
PWR,Quanta Services,,Industrials,sp500
PYPL,PayPal,,Financials,nasdaq100;sp500
Q,Qnity Electronics,,Information Technology,sp500
QCOM,Qualcomm,US,Semiconductor,custom;nasdaq100;sp500
RCL,Royal Caribbean Group,,Consumer Discretionary,sp500
REG,Regency Centers,,Real Estate,sp500
REGN,Regeneron Pharmaceuticals,,Health Care,nasdaq100;sp500
RF,Regions Financial Corporation,,Financials,sp500
RJF,Raymond James Financial,,Financials,sp500
RL,Ralph Lauren Corporation,,Consumer Discretionary,sp500
RMD,ResMed,,Health Care,sp500
ROK,Rockwell Automation,,Industrials,sp500
ROL,"Rollins, Inc.",,Industrials,sp500
ROP,Roper Technologies,,Information Technology,nasdaq100;sp500
ROST,Ross Stores,,Consumer Discretionary,nasdaq100;sp500
RSG,Republic Services,,Industrials,sp500
RTX,RTX Corporation,,Industrials,sp500
RVTY,Revvity,,Health Care,sp500
SATS,EchoStar,,Communication Services,sp500
SBAC,SBA Communications,,Real Estate,sp500
SBUX,Starbucks,,Consumer Discretionary,nasdaq100;sp500
SCHW,Charles Schwab Corporation,,Financials,sp500
SHOP,Shopify,,,nasdaq100
SHW,Sherwin-Williams,,Materials,sp500
SJM,J.M. Smucker Company (The),,Consumer Staples,sp500
SLB,Schlumberger,,Energy,sp500
SMCI,Supermicro,,Information Technology,sp500
SNA,Snap-on,,Industrials,sp500
SNDK,Sandisk,,Information Technology,nasdaq100;sp500
SNOW,Snowflake,US,Software,custom
SNPS,Synopsys,,Information Technology,nasdaq100;sp500
SO,Southern Company,,Utilities,sp500
SOLV,Solventum,,Health Care,sp500
SPG,Simon Property Group,,Real Estate,sp500
SPGI,S&P Global,,Financials,sp500
SRE,Sempra,,Utilities,sp500
STE,Steris,,Health Care,sp500
STLD,Steel Dynamics,,Materials,sp500
STT,State Street Corporation,,Financials,sp500
STX,Seagate Technology,,Information Technology,nasdaq100;sp500
STZ,Constellation Brands,,Consumer Staples,sp500
SW,Smurfit Westrock,,Materials,sp500
SWK,Stanley Black & Decker,,Industrials,sp500
SWKS,Skyworks Solutions,,Information Technology,sp500
SYF,Synchrony Financial,,Financials,sp500
SYK,Stryker Corporation,,Health Care,sp500
SYY,Sysco,,Consumer Staples,sp500
T,AT&T,,Communication Services,sp500
TAP,Molson Coors Beverage Company,,Consumer Staples,sp500
TDG,TransDigm Group,,Industrials,sp500
TDY,Teledyne Technologies,,Information Technology,sp500
TEAM,Atlassian,US,Software,custom
TECH,Bio-Techne,,Health Care,sp500
TEL,TE Connectivity,,Information Technology,sp500
TER,Teradyne,,Information Technology,sp500
TFC,Truist Financial,,Financials,sp500
TGT,Target Corporation,,Consumer Staples,sp500
TJX,TJX Companies,,Consumer Discretionary,sp500
TKO,TKO Group Holdings,,Communication Services,sp500
TMO,Thermo Fisher Scientific,,Health Care,sp500
TMUS,T-Mobile US,,Communication Services,nasdaq100;sp500
TPL,Texas Pacific Land Corporation,,Energy,sp500
TPR,"Tapestry, Inc.",,Consumer Discretionary,sp500
TRGP,Targa Resources,,Energy,sp500
TRI,Thomson Reuters,,,nasdaq100
TRMB,Trimble Inc.,,Information Technology,sp500
TROW,T. Rowe Price,,Financials,sp500
TRV,Travelers Companies (The),,Financials,sp500
TSCO,Tractor Supply,,Consumer Discretionary,sp500
TSLA,Tesla,US,EV,custom;nasdaq100;sp500
TSN,Tyson Foods,,Consumer Staples,sp500
TT,Trane Technologies,,Industrials,sp500
TTD,Trade Desk (The),,Communication Services,sp500
TTWO,Take-Two Interactive,,Communication Services,nasdaq100;sp500
TXN,Texas Instruments,,Information Technology,nasdaq100;sp500
TXT,Textron,,Industrials,sp500
TYL,Tyler Technologies,,Information Technology,sp500
UAL,United Airlines Holdings,,Industrials,sp500
UBER,Uber,,Industrials,sp500
UDR,"UDR, Inc.",,Real Estate,sp500
UHS,Universal Health Services,,Health Care,sp500
ULTA,Ulta Beauty,,Consumer Discretionary,sp500
UNH,UnitedHealth Group,,Health Care,sp500
UNP,Union Pacific Corporation,,Industrials,sp500
UPS,United Parcel Service,,Industrials,sp500
URI,United Rentals,,Industrials,sp500
USB,U.S. Bancorp,,Financials,sp500
V,Visa Inc.,,Financials,sp500
VEEV,Veeva Systems,,Health Care,sp500
VICI,Vici Properties,,Real Estate,sp500
VLO,Valero Energy,,Energy,sp500
VLTO,Veralto,,Industrials,sp500
VMC,Vulcan Materials Company,,Materials,sp500
VRSK,Verisk Analytics,,Industrials,nasdaq100;sp500
VRSN,Verisign,,Information Technology,sp500
VRT,Vertiv,US,AI Infrastructure,custom;sp500
VRTX,Vertex Pharmaceuticals,,Health Care,nasdaq100;sp500
VST,Vistra Corp.,,Utilities,sp500
VTR,Ventas,,Real Estate,sp500
VTRS,Viatris,,Health Care,sp500
VZ,Verizon,,Communication Services,sp500
WAB,Wabtec,,Industrials,sp500
WAT,Waters Corporation,,Health Care,sp500
WBD,Warner Bros. Discovery,,Communication Services,nasdaq100;sp500
WDAY,"Workday, Inc.",,Information Technology,nasdaq100;sp500
WDC,Western Digital,,Information Technology,nasdaq100;sp500
WEC,WEC Energy Group,,Utilities,sp500
WELL,Welltower,,Real Estate,sp500
WFC,Wells Fargo,,Financials,sp500
WM,Waste Management,,Industrials,sp500
WMB,Williams Companies,,Energy,sp500
WMT,Walmart,,Consumer Staples,nasdaq100;sp500
WRB,W. R. Berkley Corporation,,Financials,sp500
WSM,"Williams-Sonoma, Inc.",,Consumer Discretionary,sp500
WST,West Pharmaceutical Services,,Health Care,sp500
WTW,Willis Towers Watson,,Financials,sp500
WY,Weyerhaeuser,,Real Estate,sp500
WYNN,Wynn Resorts,,Consumer Discretionary,sp500
XEL,Xcel Energy,,Utilities,nasdaq100;sp500
XOM,ExxonMobil,,Energy,sp500
XYL,Xylem Inc.,,Industrials,sp500
XYZ,"Block, Inc.",,Financials,sp500
YUM,Yum! Brands,,Consumer Discretionary,sp500
ZBH,Zimmer Biomet,,Health Care,sp500
ZBRA,Zebra Technologies,,Information Technology,sp500
ZS,Zscaler,,,nasdaq100
ZTS,Zoetis,,Health Care,sp500
